Borough,Geographical  District,Admin District,ATS Code,Location Name,Grade Level,Bldg ID,Bldg Name,Address,Ownership,Room Number,Sq Ft,Room Function,Shared with other schools?,Inside v outside,Space used for any other purpose beside PE
Queens,30,30,30Q445,William Cullen Bryant High School,High school,Q445,WILLIAM C. BRYANT HS - Q,48-10 31 AVENUE,DOE Owned,B1A,672,AUXILIARY EXERCISE ROOM,false,Inside,false
Queens,30,30,30Q445,William Cullen Bryant High School,High school,Q445,WILLIAM C. BRYANT HS - Q,48-10 31 AVENUE,DOE Owned,B1A,672,AUXILIARY EXERCISE ROOM,false,Inside,false
Queens,30,30,30Q445,William Cullen Bryant High School,High school,Q445,WILLIAM C. BRYANT HS - Q,48-10 31 AVENUE,DOE Owned,B8,1633,WEIGHT ROOM,false,Inside,false
Queens,30,30,30Q445,William Cullen Bryant High School,High school,Q445,WILLIAM C. BRYANT HS - Q,48-10 31 AVENUE,DOE Owned,GYM #1,7140,GYMNASIUM,false,Inside,false
Queens,30,30,30Q445,William Cullen Bryant High School,High school,Q445,WILLIAM C. BRYANT HS - Q,48-10 31 AVENUE,DOE Owned,GYM #2,3588,GYMNASIUM,false,Inside,false
Queens,30,30,30Q445,William Cullen Bryant High School,High school,Q445,WILLIAM C. BRYANT HS - Q,48-10 31 AVENUE,DOE Owned,GYM #3,3657,GYMNASIUM,false,Inside,false
Queens,30,30,30Q445,William Cullen Bryant High School,High school,Q445,WILLIAM C. BRYANT HS - Q,48-10 31 AVENUE,DOE Owned,OUTDOOR YARD 1,1200,OUTDOOR YARD,false,Outside,false
Queens,30,30,30Q450,Long Island City High School,High school,Q452,LONG ISLAND CITY HS (NEW) - Q,14-30 BROADWAY,DOE Owned,130,6840,SWIMMING POOL,false,Inside,false
Queens,30,30,30Q450,Long Island City High School,High school,Q452,LONG ISLAND CITY HS (NEW) - Q,14-30 BROADWAY,DOE Owned,130,6840,SWIMMING POOL,false,Inside,false
Queens,30,30,30Q450,Long Island City High School,High school,Q452,LONG ISLAND CITY HS (NEW) - Q,14-30 BROADWAY,DOE Owned,224,7488,GYMNASIUM,true,Inside,false
Queens,30,30,30Q450,Long Island City High School,High school,Q452,LONG ISLAND CITY HS (NEW) - Q,14-30 BROADWAY,DOE Owned,230,2021,WEIGHT ROOM,false,Inside,false
Queens,30,30,30Q450,Long Island City High School,High school,Q452,LONG ISLAND CITY HS (NEW) - Q,14-30 BROADWAY,DOE Owned,230,2021,WEIGHT ROOM,false,Inside,false
Queens,30,30,30Q450,Long Island City High School,High school,Q452,LONG ISLAND CITY HS (NEW) - Q,14-30 BROADWAY,DOE Owned,294,2021,DANCE ROOM,false,Inside,false
Queens,30,30,30Q450,Long Island City High School,High school,Q452,LONG ISLAND CITY HS (NEW) - Q,14-30 BROADWAY,DOE Owned,424,7770,GYMNASIUM,true,Inside,false
Queens,30,30,30Q450,Long Island City High School,High school,Q452,LONG ISLAND CITY HS(NEW)-Q,14-30 BROADWAY,DOE Owned,OUTDOOR YARD 1,110000,OUTDOOR YARD,false,Outside,false
Queens,30,30,30Q501,Frank Sinatra School of the Arts High School,High school,Q570,FRANK SINATRA HIGH SCHOOL-Q,35-12 35TH AVENUE,DOE Owned,231,8056,GYMNASIUM,true,Inside,false
Queens,30,30,30Q501,Frank Sinatra School of the Arts High School,High school,Q570,FRANK SINATRA HIGH SCHOOL-Q,35-12 35TH AVENUE,DOE Owned,301,1560,DANCE ROOM,false,Inside,false
Queens,30,30,30Q501,Frank Sinatra School of the Arts High School,High school,Q570,FRANK SINATRA HIGH SCHOOL-Q,35-12 35TH AVENUE,DOE Owned,303,1500,DANCE ROOM,false,Inside,false
Queens,30,30,30Q502,Information Technology High School,High school,Q725,HS FOR INFORMATION TECH - QUEENS,21-16 44TH ROAD,TAX LEVY LEASE,403,4264,GYMNASIUM,true,Inside,false
Queens,30,30,30Q502,Information Technology High School,High school,Q725,HS FOR INFORMATION TECH - QUEENS,21-16 44TH ROAD,TAX LEVY LEASE,412,1008,WEIGHT ROOM,false,Inside,false
Queens,30,30,30Q502,Information Technology High School,High school,Q725,HS FOR INFORMATION TECH - QUEENS,21-16 44TH ROAD,TAX LEVY LEASE,412,1008,WEIGHT ROOM,false,Inside,false
Queens,30,30,30Q502,Information Technology High School,High school,Q725,HS FOR INFORMATION TECH - QUEENS,21-16 44TH ROAD,TAX LEVY LEASE,OUTDOOR YARD 1,6384,OUTDOOR YARD,false,Outside,false
Queens,30,30,30Q555,Newcomers High School,High school,Q450,NEWCOMERS HIGH SCHOOL (OLD LIC)-Q,28-01 41 AVENUE,DOE Owned,222,5040,GYMNASIUM,true,Inside,false
Queens,30,30,30Q555,Newcomers High School,High school,Q450,NEWCOMERS HIGH SCHOOL (OLD LIC)-Q,28-01 41 AVENUE,DOE Owned,417,4346,GYMNASIUM,true,Inside,false
Queens,30,30,30Q555,Newcomers High School,High school,Q450,NEWCOMERS HIGH SCHOOL (OLD LIC)-Q,28-01 41 AVENUE,DOE Owned,OUTDOOR YARD 1,9240,OUTDOOR YARD,false,Outside,false
Queens,30,30,30Q555,Newcomers High School,High school,Q450,NEWCOMERS HIGH SCHOOL (OLD LIC)-Q,28-01 41 AVENUE,DOE Owned,UP2/AUD,324,WEIGHT ROOM,false,Inside,false
Queens,30,30,30Q575,Academy of American Studies,High school,Q451,ACADEMY OF AMERICAN STUD HS AX - Q,28-04 41 AVENUE,TAX LEVY LEASE,12,546,MULTI-PURPOSE CLASSROOM,false,Inside,true
Queens,30,30,30Q580,Baccalaureate School for Global Education,Secondary School,Q798,BACCALAUREATE SCL FOR GLOBAL ED-Q,34-12 36 AVENUE,TAX LEVY LEASE,202,920,WEIGHT ROOM,false,Inside,false
Queens,30,30,30Q580,Baccalaureate School for Global Education,Secondary School,Q798,BACCALAUREATE SCL FOR GLOBAL ED-Q,34-12 36 AVENUE,TAX LEVY LEASE,202,920,WEIGHT ROOM,false,Inside,false
Staten Island,31,31,31R001,P.S. 001 Tottenville,Elementary,R001,P.S. 1 - STATEN ISLAND,58 SUMMIT STREET,DOE Owned,CAF,4784,GYM/CAFETERIA,false,Inside,true
Staten Island,31,31,31R001,P.S. 001 Tottenville,Elementary,R001,P.S. 1 - STATEN ISLAND,58 SUMMIT STREET,DOE Owned,OUTDOOR YARD 1,3850,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R001,P.S. 001 Tottenville,Elementary,R001,P.S. 1 - STATEN ISLAND,58 SUMMIT STREET,DOE Owned,OUTDOOR YARD 2,6050,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R001,P.S. 001 Tottenville,Elementary,R001,P.S. 1 - STATEN ISLAND,58 SUMMIT STREET,DOE Owned,OUTDOOR YARD 3,2000,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R001,P.S. 001 Tottenville,Elementary,R001,P.S. 1 - STATEN ISLAND,58 SUMMIT STREET,DOE Owned,OUTDOOR YARD 4,7500,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R002,I.S. R002 George L. Egbert,Junior High-Intermediate-Middle,R002,I.S. 2 - STATEN ISLAND,333 MIDLAND AVENUE,DOE Owned,209,648,MULTI-PURPOSE CLASSROOM,false,Inside,true
Staten Island,31,31,31R002,I.S. R002 George L. Egbert,Junior High-Intermediate-Middle,R002,I.S. 2 - STATEN ISLAND,333 MIDLAND AVENUE,DOE Owned,209,648,MULTI-PURPOSE CLASSROOM,false,Inside,true
Staten Island,31,31,31R002,I.S. R002 George L. Egbert,Junior High-Intermediate-Middle,R002,I.S. 2 - STATEN ISLAND,333 MIDLAND AVENUE,DOE Owned,GYM,6435,GYMNASIUM,false,Inside,false
Staten Island,31,31,31R003,P.S. 003 The Margaret Gioiosa School,Elementary,R003,P.S. 3 - STATEN ISLAND,80 SOUTH GOFF AVENUE,DOE Owned,115,936,DANCE ROOM,false,Inside,false
Staten Island,31,31,31R003,P.S. 003 The Margaret Gioiosa School,Elementary,R003,P.S. 3 - STATEN ISLAND,80 SOUTH GOFF AVENUE,DOE Owned,GYM,2700,GYMNASIUM,false,Inside,false
Staten Island,31,31,31R003,P.S. 003 The Margaret Gioiosa School,Elementary,R003,P.S. 3 - STATEN ISLAND,80 SOUTH GOFF AVENUE,DOE Owned,OUTDOOR YARD 1,40460,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R003,P.S. 003 The Margaret Gioiosa School,Elementary,R003,P.S. 3 - STATEN ISLAND,80 SOUTH GOFF AVENUE,DOE Owned,OUTDOOR YARD 2,6324,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R004,P.S. 004 Maurice Wollin,Elementary,R004,P.S. 4 - STATEN ISLAND,200 NEDRA LANE,DOE Owned,GYM,3000,GYMNASIUM,false,Inside,false
Staten Island,31,31,31R004,P.S. 004 Maurice Wollin,Elementary,R004,P.S. 4 - STATEN ISLAND,200 NEDRA LANE,DOE Owned,OUTDOOR YARD 1,7150,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R005,P.S. 005 Huguenot,Elementary,R005,P.S. 5 - STATEN ISLAND,348 DEISIUS STREET,DOE Owned,AUD/GYM,1176,GYM/AUDITORIUM,false,Inside,true
Staten Island,31,31,31R005,P.S. 005 Huguenot,Elementary,R005,P.S. 5 - STATEN ISLAND,348 DEISIUS STREET,DOE Owned,OUTDOOR YARD 1,14000,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R005,P.S. 005 Huguenot,Elementary,R005,P.S. 5 - STATEN ISLAND,348 DEISIUS STREET,DOE Owned,OUTDOOR YARD 2,4400,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R005,P.S. 005 Huguenot,Elementary,R005,P.S. 5 - STATEN ISLAND,348 DEISIUS STREET,DOE Owned,OUTDOOR YARD 3,58000,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R005,P.S. 005 Huguenot,Elementary,R005,P.S. 5 - STATEN ISLAND,348 DEISIUS STREET,DOE Owned,PCAF,1863,GYM/CAFETERIA,false,Inside,true
Staten Island,31,31,31R006,P.S. 6 Corporal Allan F. Kivlehan School,Elementary,R006,P.S. 6 - STATEN ISLAND,555 PAGE AVENUE,DOE Owned,116,580,ADAPTIVE PHYSICAL EDUCATION,false,Inside,false
Staten Island,31,31,31R006,P.S. 6 Corporal Allan F. Kivlehan School,Elementary,R006,P.S. 6 - STATEN ISLAND,555 PAGE AVENUE,DOE Owned,116,580,ADAPTIVE PHYSICAL EDUCATION,false,Inside,false
Staten Island,31,31,31R006,P.S. 6 Corporal Allan F. Kivlehan School,Elementary,R006,P.S. 6 - STATEN ISLAND,555 PAGE AVENUE,DOE Owned,250,2881,GYMNASIUM,false,Inside,false
Staten Island,31,31,31R006,P.S. 6 Corporal Allan F. Kivlehan School,Elementary,R006,P.S. 6 - STATEN ISLAND,555 PAGE AVENUE,DOE Owned,OUTDOOR YARD 1,45000,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R007,I.S. 007 Elias Bernstein,Junior High-Intermediate-Middle,R007,I.S. 7 - STATEN ISLAND,1270 HUGUENOT AVENUE,DOE Owned,B78,340,MULTI-PURPOSE CLASSROOM,false,Inside,true
Staten Island,31,31,31R007,I.S. 007 Elias Bernstein,Junior High-Intermediate-Middle,R007,I.S. 7 - STATEN ISLAND,1270 HUGUENOT AVENUE,DOE Owned,B79,1152,WEIGHT ROOM,false,Inside,false
Staten Island,31,31,31R007,I.S. 007 Elias Bernstein,Junior High-Intermediate-Middle,R007,I.S. 7 - STATEN ISLAND,1270 HUGUENOT AVENUE,DOE Owned,GYM,6305,GYMNASIUM,false,Inside,false
Staten Island,31,31,31R007,I.S. 007 Elias Bernstein,Junior High-Intermediate-Middle,R007,I.S. 7 - STATEN ISLAND,1270 HUGUENOT AVENUE,DOE Owned,GYM,6305,GYMNASIUM,false,Inside,false
Staten Island,31,31,31R007,I.S. 007 Elias Bernstein,Junior High-Intermediate-Middle,R007,I.S. 7 - STATEN ISLAND,1270 HUGUENOT AVENUE,DOE Owned,OUTDOOR YARD 1,33000,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R007,I.S. 007 Elias Bernstein,Junior High-Intermediate-Middle,R007,I.S. 7 - STATEN ISLAND,1270 HUGUENOT AVENUE,DOE Owned,OUTDOOR YARD 2,13000,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R008,P.S. 8 Shirlee Solomon,Elementary,R008,P.S. 8 - STATEN ISLAND,112 LINDENWOOD ROAD,DOE Owned,BG,3795,GYMNASIUM,false,Inside,false
Staten Island,31,31,31R008,P.S. 8 Shirlee Solomon,Elementary,R008,P.S. 8 - STATEN ISLAND,112 LINDENWOOD ROAD,DOE Owned,OUTDOOR YARD 1,21108,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R008,P.S. 8 Shirlee Solomon,Elementary,R008,P.S. 8 - STATEN ISLAND,112 LINDENWOOD ROAD,DOE Owned,OUTDOOR YARD 2,3173,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R009,Naples Street Elementary School,Elementary,R048,P.S. 48 - STATEN ISLAND,1055 TARGEE STREET,DOE Owned,119,616,DANCE ROOM,false,Inside,false
Staten Island,31,31,31R009,Naples Street Elementary School,Elementary,R048,P.S. 48 - STATEN ISLAND,1055 TARGEE STREET,DOE Owned,OUTDOOR YARD 1,5720,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R010,Fort Hill Collaborative Elementary School,Elementary,R016,P.S. 16 - STATEN ISLAND,80 MONROE AVENUE,DOE Owned,400,625,DANCE ROOM,false,Inside,false
Staten Island,31,31,31R010,Fort Hill Collaborative Elementary School,Elementary,R016,P.S. 16 - STATEN ISLAND,80 MONROE AVENUE,DOE Owned,GYM,3240,GYMNASIUM,true,Inside,false
Staten Island,31,31,31R010,Fort Hill Collaborative Elementary School,Elementary,R016,P.S. 16 - STATEN ISLAND,80 MONROE AVENUE,DOE Owned,OUTDOOR YARD 1,18500,OUTDOOR YARD,true,Outside,false
Staten Island,31,31,31R010,Fort Hill Collaborative Elementary School,Elementary,R016,P.S. 16 - STATEN ISLAND,80 MONROE AVENUE,DOE Owned,OUTDOOR YARD 2,18600,OUTDOOR YARD,true,Outside,false
Staten Island,31,31,31R010,Fort Hill Collaborative Elementary School,Elementary,R016,P.S. 16 - STATEN ISLAND,80 MONROE AVENUE,DOE Owned,OUTDOOR YARD 3,4000,OUTDOOR YARD,true,Outside,false
Staten Island,31,31,31R010,Fort Hill Collaborative Elementary School,Elementary,R016,P.S. 16 - STATEN ISLAND,80 MONROE AVENUE,DOE Owned,OUTDOOR YARD 4,4800,OUTDOOR YARD,true,Outside,false
Staten Island,31,31,31R011,P.S. 11 Thomas Dongan School,Elementary,R011,P.S. 11 - STATEN ISLAND,50 JEFFERSON STREET,DOE Owned,310,3850,GYMNASIUM,false,Inside,false
Staten Island,31,31,31R011,P.S. 11 Thomas Dongan School,Elementary,R011,P.S. 11 - STATEN ISLAND,50 JEFFERSON STREET,DOE Owned,OUTDOOR YARD 1,16900,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R011,P.S. 11 Thomas Dongan School,Elementary,R011,P.S. 11 - STATEN ISLAND,50 JEFFERSON STREET,DOE Owned,OUTDOOR YARD 2,2160,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R011,P.S. 11 Thomas Dongan School,Elementary,R011,P.S. 11 - STATEN ISLAND,50 JEFFERSON STREET,DOE Owned,OUTDOOR YARD 3,2640,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R013,P.S. 013 M. L. Lindemeyer,Elementary,R013,P.S. 13 - STATEN ISLAND,191 VERMONT AVENUE,DOE Owned,124,3332,GYMNASIUM,false,Inside,false
Staten Island,31,31,31R013,P.S. 013 M. L. Lindemeyer,Elementary,R013,P.S. 13 - STATEN ISLAND,191 VERMONT AVENUE,DOE Owned,OUTDOOR YARD 1,20826,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R013,P.S. 013 M. L. Lindemeyer,Elementary,R013,P.S. 13 - STATEN ISLAND,191 VERMONT AVENUE,DOE Owned,OUTDOOR YARD 2,14796,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R013,P.S. 013 M. L. Lindemeyer,Elementary,R013,P.S. 13 - STATEN ISLAND,191 VERMONT AVENUE,DOE Owned,OUTDOOR YARD 3,31500,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R016,P.S. 016 John J. Driscoll,Elementary,R016,P.S. 16 - STATEN ISLAND,80 MONROE AVENUE,DOE Owned,202,625,MULTI-PURPOSE CLASSROOM,false,Inside,true
Staten Island,31,31,31R016,P.S. 016 John J. Driscoll,Elementary,R016,P.S. 16 - STATEN ISLAND,80 MONROE AVENUE,DOE Owned,202,625,MULTI-PURPOSE CLASSROOM,false,Inside,true
Staten Island,31,31,31R016,P.S. 016 John J. Driscoll,Elementary,R016,P.S. 16 - STATEN ISLAND,80 MONROE AVENUE,DOE Owned,228,625,MULTI-PURPOSE CLASSROOM,false,Inside,true
Staten Island,31,31,31R016,P.S. 016 John J. Driscoll,Elementary,R016,P.S. 16 - STATEN ISLAND,80 MONROE AVENUE,DOE Owned,GYM,3240,GYMNASIUM,true,Inside,false
Staten Island,31,31,31R016,P.S. 016 John J. Driscoll,Elementary,R016,P.S. 16 - STATEN ISLAND,80 MONROE AVENUE,DOE Owned,OUTDOOR YARD 1,18500,OUTDOOR YARD,true,Outside,false
Staten Island,31,31,31R016,P.S. 016 John J. Driscoll,Elementary,R016,P.S. 16 - STATEN ISLAND,80 MONROE AVENUE,DOE Owned,OUTDOOR YARD 2,18600,OUTDOOR YARD,true,Outside,false
Staten Island,31,31,31R016,P.S. 016 John J. Driscoll,Elementary,R016,P.S. 16 - STATEN ISLAND,80 MONROE AVENUE,DOE Owned,OUTDOOR YARD 3,4000,OUTDOOR YARD,true,Outside,false
Staten Island,31,31,31R016,P.S. 016 John J. Driscoll,Elementary,R016,P.S. 16 - STATEN ISLAND,80 MONROE AVENUE,DOE Owned,OUTDOOR YARD 4,4800,OUTDOOR YARD,true,Outside,false
Staten Island,31,31,31R018,P.S. 018 John G. Whittier,Elementary,R018,P.S. 18 - STATEN ISLAND,221 BROADWAY,DOE Owned,OUTDOOR YARD 1,12000,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R018,P.S. 018 John G. Whittier,Elementary,R018,P.S. 18 - STATEN ISLAND,221 BROADWAY,DOE Owned,WEIGHT,480,WEIGHT ROOM,false,Inside,false
Staten Island,31,31,31R018,P.S. 018 John G. Whittier,Elementary,R018,P.S. 18 - STATEN ISLAND,221 BROADWAY,DOE Owned,WEIGHT,480,WEIGHT ROOM,false,Inside,false
Staten Island,31,31,31R019,P.S. 019 The Curtis School,Elementary,R019,P.S. 19 - STATEN ISLAND,780 POST AVENUE,DOE Owned,215,819,MULTI-PURPOSE CLASSROOM,false,Inside,true
Staten Island,31,31,31R019,P.S. 019 The Curtis School,Elementary,R019,P.S. 19 - STATEN ISLAND,780 POST AVENUE,DOE Owned,300,3850,GYMNASIUM,false,Inside,false
Staten Island,31,31,31R019,P.S. 019 The Curtis School,Elementary,R019,P.S. 19 - STATEN ISLAND,780 POST AVENUE,DOE Owned,OUTDOOR YARD 1,43260,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R020,P.S. 020 Port Richmond,Elementary,R020,P.S. 20 - STATEN ISLAND,161 PARK AVENUE,DOE Owned,GYM,1400,GYMNASIUM,false,Inside,false
Staten Island,31,31,31R020,P.S. 020 Port Richmond,Elementary,R020,P.S. 20 - STATEN ISLAND,161 PARK AVENUE,DOE Owned,OUTDOOR YARD 1,7500,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R021,P.S. 21 Margaret Emery-Elm Park,Elementary,R021,P.S. 21 - STATEN ISLAND,168 HOOKER PLACE,DOE Owned,CAF,2088,GYM/CAFETERIA,false,Inside,true
Staten Island,31,31,31R021,P.S. 21 Margaret Emery-Elm Park,Elementary,R021,P.S. 21 - STATEN ISLAND,168 HOOKER PLACE,DOE Owned,CAF,2088,GYM/CAFETERIA,false,Inside,true
Staten Island,31,31,31R021,P.S. 21 Margaret Emery-Elm Park,Elementary,R021,P.S. 21 - STATEN ISLAND,168 HOOKER PLACE,DOE Owned,OUTDOOR YARD 1,29230,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R021,P.S. 21 Margaret Emery-Elm Park,Elementary,R021,P.S. 21 - STATEN ISLAND,168 HOOKER PLACE,DOE Owned,OUTDOOR YARD 2,3969,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R022,P.S. 022 Graniteville,Elementary,R022,P.S. 22 - STATEN ISLAND,1860 FOREST AVENUE,DOE Owned,108,209,MULTI-PURPOSE NON CLASSROOM,false,Inside,true
Staten Island,31,31,31R022,P.S. 022 Graniteville,Elementary,R022,P.S. 22 - STATEN ISLAND,1860 FOREST AVENUE,DOE Owned,210,1026,MULTI-PURPOSE CLASSROOM,false,Inside,true
Staten Island,31,31,31R022,P.S. 022 Graniteville,Elementary,R022,P.S. 22 - STATEN ISLAND,1860 FOREST AVENUE,DOE Owned,GYM,3990,GYMNASIUM,false,Inside,false
Staten Island,31,31,31R022,P.S. 022 Graniteville,Elementary,R022,P.S. 22 - STATEN ISLAND,1860 FOREST AVENUE,DOE Owned,OUTDOOR YARD 1,5000,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R022,P.S. 022 Graniteville,Elementary,R022,P.S. 22 - STATEN ISLAND,1860 FOREST AVENUE,DOE Owned,OUTDOOR YARD 2,20000,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R023,P.S. 023 Richmondtown,Elementary,R023,P.S. 23 - STATEN ISLAND,30 NATICK STREET,DOE Owned,GYM,3752,GYMNASIUM,false,Inside,false
Staten Island,31,31,31R023,P.S. 023 Richmondtown,Elementary,R023,P.S. 23 - STATEN ISLAND,30 NATICK STREET,DOE Owned,OUTDOOR YARD 1,9000,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R023,P.S. 023 Richmondtown,Elementary,R023,P.S. 23 - STATEN ISLAND,30 NATICK STREET,DOE Owned,OUTDOOR YARD 2,30000,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R023,P.S. 023 Richmondtown,Elementary,R023,P.S. 23 - STATEN ISLAND,30 NATICK STREET,DOE Owned,OUTDOOR YARD 3,300000,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R024,I.S. 024 Myra S. Barnes,Junior High-Intermediate-Middle,R024,I.S. 24 - STATEN ISLAND,225 CLEVELAND AVENUE,DOE Owned,GYM,6400,GYMNASIUM,false,Inside,false
Staten Island,31,31,31R024,I.S. 024 Myra S. Barnes,Junior High-Intermediate-Middle,R024,I.S. 24 - STATEN ISLAND,225 CLEVELAND AVENUE,DOE Owned,GYM,6400,GYMNASIUM,false,Inside,false
Staten Island,31,31,31R024,I.S. 024 Myra S. Barnes,Junior High-Intermediate-Middle,R024,I.S. 24 - STATEN ISLAND,225 CLEVELAND AVENUE,DOE Owned,OUTDOOR YARD 1,44000,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R024,I.S. 024 Myra S. Barnes,Junior High-Intermediate-Middle,R024,I.S. 24 - STATEN ISLAND,225 CLEVELAND AVENUE,DOE Owned,OUTDOOR YARD 2,7020,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R026,P.S. 026 The Carteret School,Elementary,R026,P.S. 26 - STATEN ISLAND,4108 VICTORY BOULEVARD,DOE Owned,COLDCAF,1260,GYM/CAFETERIA,false,Inside,true
Staten Island,31,31,31R026,P.S. 026 The Carteret School,Elementary,R026,P.S. 26 - STATEN ISLAND,4108 VICTORY BOULEVARD,DOE Owned,HOTCAF,1395,GYM/CAFETERIA,false,Inside,true
Staten Island,31,31,31R026,P.S. 026 The Carteret School,Elementary,R026,P.S. 26 - STATEN ISLAND,4108 VICTORY BOULEVARD,DOE Owned,OUTDOOR YARD 1,10500,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R027,I.S. 027 Anning S. Prall,Junior High-Intermediate-Middle,R027,I.S. 27 - STATEN ISLAND,11 CLOVE LAKE PLACE,DOE Owned,104/60,6500,GYMNASIUM,false,Inside,false
Staten Island,31,31,31R028,The Eagle Academy for Young Men of Staten Island,Secondary School,R049,I.S. 49 - STATEN ISLAND,101 WARREN STREET,DOE Owned,GYM,6528,GYMNASIUM,true,Inside,false
Staten Island,31,31,31R028,The Eagle Academy for Young Men of Staten Island,Secondary School,R049,I.S. 49 - STATEN ISLAND,101 WARREN STREET,DOE Owned,OUTDOOR YARD 1,43200,OUTDOOR YARD,true,Outside,false
Staten Island,31,31,31R029,P.S. 029 Bardwell,Elementary,R029,P.S. 29 - STATEN ISLAND,1581 VICTORY BOULEVARD,DOE Owned,GYM,2968,GYMNASIUM,false,Inside,false
Staten Island,31,31,31R029,P.S. 029 Bardwell,Elementary,R029,P.S. 29 - STATEN ISLAND,1581 VICTORY BOULEVARD,DOE Owned,OUTDOOR YARD 1,24880,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R029,P.S. 029 Bardwell,Elementary,R029,P.S. 29 - STATEN ISLAND,1581 VICTORY BOULEVARD,DOE Owned,OUTDOOR YARD 2,1488,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R029,P.S. 029 Bardwell,Elementary,R029,P.S. 29 - STATEN ISLAND,1581 VICTORY BOULEVARD,DOE Owned,OUTDOOR YARD 3,1800,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R030,P.S. 030 Westerleigh,Elementary,R030,P.S. 30 - STATEN ISLAND,200 WARDWELL AVENUE,DOE Owned,GYM-,3224,GYMNASIUM,false,Inside,false
Staten Island,31,31,31R030,P.S. 030 Westerleigh,Elementary,R030,P.S. 30 - STATEN ISLAND,200 WARDWELL AVENUE,DOE Owned,OUTDOOR YARD 1,6500,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R030,P.S. 030 Westerleigh,Elementary,R030,P.S. 30 - STATEN ISLAND,200 WARDWELL AVENUE,DOE Owned,OUTDOOR YARD 2,13175,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R031,P.S. 031 William T. Davis,Elementary,R031,P.S. 31 - STATEN ISLAND,55 LAYTON AVENUE,DOE Owned,GYM,3808,GYMNASIUM,false,Inside,false
Staten Island,31,31,31R031,P.S. 031 William T. Davis,Elementary,R031,P.S. 31 - STATEN ISLAND,55 LAYTON AVENUE,DOE Owned,GYM,3808,GYMNASIUM,false,Inside,false
Staten Island,31,31,31R031,P.S. 031 William T. Davis,Elementary,R031,P.S. 31 - STATEN ISLAND,55 LAYTON AVENUE,DOE Owned,OUTDOOR YARD 1,8900,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R032,P.S. 032 The Gifford School,Elementary,R032,P.S. 32 - STATEN ISLAND,232 BARLOW AVENUE,DOE Owned,136,208,MULTI-PURPOSE ROOM,false,Inside,true
Staten Island,31,31,31R032,P.S. 032 The Gifford School,Elementary,R032,P.S. 32 - STATEN ISLAND,232 BARLOW AVENUE,DOE Owned,136,208,MULTI-PURPOSE ROOM,false,Inside,true
Staten Island,31,31,31R032,P.S. 032 The Gifford School,Elementary,R032,P.S. 32 - STATEN ISLAND,232 BARLOW AVENUE,DOE Owned,OUTDOOR YARD 1,15000,OUTDOOR YARD,false,Outside,false
Staten Island,31,31,31R032,P.S. 032 The Gifford School,Elementary,R032,P.S. 32 - STATEN ISLAND,232 BARLOW AVENUE,DOE Owned,OUTDOOR YARD 2,4500,OUTDOOR YARD,false,Outside,false
