School Year,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Borough Name,Postcode,Latitude,Longitude
2015-16,M052,06M423,High School for Excellence and Innovation,M423,650 ACADEMY STREET,M,6,216,650 ACADEMY STREET CONSOLIDATED LOCATION,3,J.H.S. 052 Inwood |  High School for Excellence and Innovation | INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TE|   650 ACADEMY STREET CONSOLIDATED LOCATION,MANHATTAN,10034,40.866053,-73.924835
2015-16,M043,,509 WEST 129 STREET CONSOLIDATED LOCATION,,509 WEST 129 STREET,M,5,782,509 WEST 129 STREET CONSOLIDATED LOCATION,5,I.S. M286 Renaissance Leadership Academy |  Academy for Social Action: A College Board School |  Urban Assembly School for the Performing Arts |  The Urban Assembly Institute for New Technologies |  Success Academy Charter School - Harlem 2 I 509 WEST 129 STREET CONSOLIDATED LOCATION,MANHATTAN,10027,40.815256,-73.955325
2015-16,M044,03M245,M.S. M245 The Computer School,M245,100 WEST  77 STREET,M,3,405,100 WEST  77 STREET CONSOLIDATED LOCATION,3,M.S. M245 The Computer School |  The Anderson School |  P.S. 452 |  100 WEST  77 STREET CONSOLIDATED LOCATION,MANHATTAN,10024,40.780822,-73.976855
2015-16,M044,03M334,The Anderson School,M334,100 WEST  77 STREET,M,3,559,100 WEST  77 STREET CONSOLIDATED LOCATION,3,M.S. M245 The Computer School |  The Anderson School |  P.S. 452 |  100 WEST  77 STREET CONSOLIDATED LOCATION,MANHATTAN,10024,40.780822,-73.976855
2015-16,M044,03M452,P.S. 452,M452,100 WEST  77 STREET,M,3,325,100 WEST  77 STREET CONSOLIDATED LOCATION,3,M.S. M245 The Computer School |  The Anderson School |  P.S. 452 |  100 WEST  77 STREET CONSOLIDATED LOCATION,MANHATTAN,10024,40.780822,-73.976855
2015-16,M044,,100 WEST  77 STREET CONSOLIDATED LOCATION,,100 WEST  77 STREET,M,3,1289,100 WEST  77 STREET CONSOLIDATED LOCATION,3,M.S. M245 The Computer School |  The Anderson School |  P.S. 452 |  100 WEST  77 STREET CONSOLIDATED LOCATION,MANHATTAN,10024,40.780822,-73.976855
2015-16,M045,04M409,Coalition School for Social Change,M409,2351 1ST AVENUE,M,4,232,2351 1ST AVENUE CONSOLIDATED LOCATION,2,Coalition School for Social Change|Harlem Village Academy Leadership Charter School|2351 1ST AVENUE CONSOLIDATED LOCATION,MANHATTAN,10035,40.798884,-73.933319
2015-16,M045,84M335,HARLEM VILLAGE ACADEMIES LEADERSHIP CHARTER SCHOOL(MN),M335,2351 1ST AVENUE,M,4,909,2351 1ST AVENUE CONSOLIDATED LOCATION,2,Coalition School for Social Change|Harlem Village Academy Leadership Charter School|2351 1ST AVENUE CONSOLIDATED LOCATION,MANHATTAN,10035,40.798884,-73.933319
2015-16,M045,,2351 1ST AVENUE CONSOLIDATED LOCATION,,2351 1ST AVENUE,M,4,1141,2351 1ST AVENUE CONSOLIDATED LOCATION,2,Coalition School for Social Change|Harlem Village Academy Leadership Charter School|2351 1ST AVENUE CONSOLIDATED LOCATION,MANHATTAN,10035,40.798884,-73.933319
2015-16,M046,05M046,P.S. 046 Arthur Tappan,M046,2987 FREDERICK DGLS BLVD,M,5,773,,1,P.S. 046 Arthur Tappan,,,,
2015-16,M047,02M047,47 The American Sign Language and English Secondar,M047,223 EAST 23 STREET,M,2,186,223 EAST 23 STREET CONSOLIDATED LOCATION,2,47 The American Sign Language and English Secondar |  The 47 American Sign Language & English Lower Scho |  223 EAST 23 STREET CONSOLIDATED LOCATION,MANHATTAN,10010,40.738548,-73.982455
2015-16,M047,02M347,The 47 American Sign Language & English Lower Scho,M347,223 EAST 23 STREET,M,2,189,223 EAST 23 STREET CONSOLIDATED LOCATION,2,47 The American Sign Language and English Secondar |  The 47 American Sign Language & English Lower Scho |  223 EAST 23 STREET CONSOLIDATED LOCATION,MANHATTAN,10010,40.738548,-73.982455
2015-16,M047,,223 EAST 23 STREET CONSOLIDATED LOCATION,,223 EAST 23 STREET,M,2,375,223 EAST 23 STREET CONSOLIDATED LOCATION,2,47 The American Sign Language and English Secondar |  The 47 American Sign Language & English Lower Scho |  223 EAST 23 STREET CONSOLIDATED LOCATION,MANHATTAN,10010,40.738548,-73.982455
2015-16,M048,06M048,P.S. 048 P.O. Michael J. Buczek,M048,4360-78 BROADWAY,M,6,599,,1,P.S. 048 P.O. Michael J. Buczek,MANHATTAN,10033,40.853466,-73.934048
2015-16,M050,04M050,P.S. 050 Vito Marcantonio,M050,433 EAST 100 STREET,M,4,288,,2,P.S. 050 Vito Marcantonio I NY Center for Autism Charter School,MANHATTAN,10029,40.785258,-73.941526
2015-16,M052,06M052,J.H.S. 052 Inwood,M052,650 ACADEMY STREET,M,6,411,650 ACADEMY STREET CONSOLIDATED LOCATION,3,J.H.S. 052 Inwood |  High School for Excellence and Innovation | INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TE|   650 ACADEMY STREET CONSOLIDATED LOCATION,MANHATTAN,10034,40.866053,-73.924835
2015-16,M052,06M211,Inwood Early College for Health and Information Te,M211,650 ACADEMY STREET,M,6,195,650 ACADEMY STREET CONSOLIDATED LOCATION,3,J.H.S. 052 Inwood |  High School for Excellence and Innovation | INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TE|   650 ACADEMY STREET CONSOLIDATED LOCATION,MANHATTAN,10034,40.866053,-73.924835
2015-16,M052,,650 ACADEMY STREET CONSOLIDATED LOCATION,,650 ACADEMY STREET,M,6,822,650 ACADEMY STREET CONSOLIDATED LOCATION,3,J.H.S. 052 Inwood |  High School for Excellence and Innovation | INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TE|   650 ACADEMY STREET CONSOLIDATED LOCATION,MANHATTAN,10034,40.866053,-73.924835
2015-16,M054,03M054,J.H.S. 054 Booker T. Washington,M054,103 WEST 107 STREET,M,3,850,220 HENRY STREET CONSOLIDATED LOCATION,1,J.H.S. 054 Booker T. Washington,MANHATTAN,10025,40.800119,-73.962837
2015-16,M056,01M292,Henry Street School for International Studies,M292,220 HENRY STREET,M,1,185,220 HENRY STREET CONSOLIDATED LOCATION,4,"Henry Street School for International Studies |  University Neighborhood Middle School |  Collaborative Academy of Science, Technology, & La | Manhattan Charter School II  |220 HENRY STREET CONSOLIDATED LOCATION",MANHATTAN,10002,40.713684,-73.986336
2015-16,M056,01M332,University Neighborhood Middle School,M332,220 HENRY STREET,M,1,110,220 HENRY STREET CONSOLIDATED LOCATION,4,"Henry Street School for International Studies |  University Neighborhood Middle School |  Collaborative Academy of Science, Technology, & La | Manhattan Charter School II  |220 HENRY STREET CONSOLIDATED LOCATION",MANHATTAN,10002,40.713684,-73.986336
2015-16,M056,01M345,"Collaborative Academy of Science, Technology, & La",M345,220 HENRY STREET,M,1,105,220 HENRY STREET CONSOLIDATED LOCATION,4,"Henry Street School for International Studies |  University Neighborhood Middle School |  Collaborative Academy of Science, Technology, & La | Manhattan Charter School II  |220 HENRY STREET CONSOLIDATED LOCATION",MANHATTAN,10002,40.713684,-73.986336
2015-16,M056,84M080      ,Manhattan Charter School II,M080,220 HENRY STREET,M,1,208,220 HENRY STREET CONSOLIDATED LOCATION,4,"Henry Street School for International Studies |  University Neighborhood Middle School |  Collaborative Academy of Science, Technology, & La | Manhattan Charter School II  |220 HENRY STREET CONSOLIDATED LOCATION",MANHATTAN,10002,40.713684,-73.986336
2015-16,M056,,220 HENRY STREET CONSOLIDATED LOCATION,,220 HENRY STREET,M,1,608,220 HENRY STREET CONSOLIDATED LOCATION,4,"Henry Street School for International Studies |  University Neighborhood Middle School |  Collaborative Academy of Science, Technology, & La | Manhattan Charter School II  |220 HENRY STREET CONSOLIDATED LOCATION",MANHATTAN,10002,40.713684,-73.986336
2015-16,M057,04M057,James Weldon Johnson,M057,176 EAST 115 STREET,M,4,851,,1,James Weldon Johnson,MANHATTAN,10029,40.797577,-73.94128
2015-16,M058,75M035,P.S. 035,M035,317 WEST  52ND STREET,M,2,271,,1,P.S. 035,MANHATTAN,10019,40.763866,-73.985939
2015-16,M060,01M450,East Side Community School,M450,420 EAST 12 STREET,M,1,677,,1,East Side Community School,MANHATTAN,10009,40.729589,-73.982555
2015-16,M061,01M315,The East Village Community School,M315,610 EAST  12 STREET,M,1,299,610 EAST  12 STREET CONSOLIDATED LOCATION,2,The East Village Community School |  The Children's Workshop School |  610 EAST  12 STREET CONSOLIDATED LOCATION,MANHATTAN,10009,40.727892,-73.978525
2015-16,M061,01M361,The Children's Workshop School,M361,610 EAST  12 STREET,M,1,267,610 EAST  12 STREET CONSOLIDATED LOCATION,2,The East Village Community School |  The Children's Workshop School |  610 EAST  12 STREET CONSOLIDATED LOCATION,MANHATTAN,10009,40.727892,-73.978525
2015-16,M061,,610 EAST  12 STREET CONSOLIDATED LOCATION,,610 EAST  12 STREET,M,1,566,610 EAST  12 STREET CONSOLIDATED LOCATION,2,The East Village Community School |  The Children's Workshop School |  610 EAST  12 STREET CONSOLIDATED LOCATION,MANHATTAN,10009,40.727892,-73.978525
2015-16,M063,01M063,The STAR Academy - P.S.63,M063,121 EAST  3 STREET,M,1,203,121 EAST  3 STREET CONSOLIDATED LOCATION,2,The STAR Academy - P.S.63 |  Neighborhood School |  121 EAST  3 STREET CONSOLIDATED LOCATION,MANHATTAN,10009,40.724117,-73.986381
2015-16,M063,01M363,Neighborhood School,M363,121 EAST  3 STREET,M,1,313,121 EAST  3 STREET CONSOLIDATED LOCATION,2,The STAR Academy - P.S.63 |  Neighborhood School |  121 EAST  3 STREET CONSOLIDATED LOCATION,MANHATTAN,10009,40.724117,-73.986381
2015-16,M063,,121 EAST  3 STREET CONSOLIDATED LOCATION,,121 EAST  3 STREET,M,1,516,121 EAST  3 STREET CONSOLIDATED LOCATION,2,The STAR Academy - P.S.63 |  Neighborhood School |  121 EAST  3 STREET CONSOLIDATED LOCATION,MANHATTAN,10009,40.724117,-73.986381
2015-16,M064,01M064,P.S. 064 Robert Simon,M064,600 EAST  6 STREET,M,1,258,600 EAST  6 STREET CONSOLIDATED LOCATION,3,P.S. 064 Robert Simon |  Earth School |  Tompkins Square Middle School |  600 EAST  6 STREET CONSOLIDATED LOCATION,MANHATTAN,10009,40.72438,-73.98138
2015-16,M064,01M364,Earth School,M364,600 EAST  6 STREET,M,1,340,600 EAST  6 STREET CONSOLIDATED LOCATION,3,P.S. 064 Robert Simon |  Earth School |  Tompkins Square Middle School |  600 EAST  6 STREET CONSOLIDATED LOCATION,MANHATTAN,10009,40.72438,-73.98138
2015-16,M064,01M839,Tompkins Square Middle School,M839,600 EAST  6 STREET,M,1,371,600 EAST  6 STREET CONSOLIDATED LOCATION,3,P.S. 064 Robert Simon |  Earth School |  Tompkins Square Middle School |  600 EAST  6 STREET CONSOLIDATED LOCATION,MANHATTAN,10009,40.72438,-73.98138
2015-16,M064,,600 EAST  6 STREET CONSOLIDATED LOCATION,,600 EAST  6 STREET,M,1,969,600 EAST  6 STREET CONSOLIDATED LOCATION,3,P.S. 064 Robert Simon |  Earth School |  Tompkins Square Middle School |  600 EAST  6 STREET CONSOLIDATED LOCATION,MANHATTAN,10009,40.72438,-73.98138
2015-16,M066,02M151,Yorkville Community School,M151,421 EAST  88 STREET,M,2,548,,1,Yorkville Community School,MANHATTAN,10128,40.777911,-73.947757
2015-16,M070,02M312,New York City Lab Middle School for Collaborative,M312,333 WEST  17 STREET,M,2,551,333 WEST  17 STREET CONSOLIDATED LOCATION,3,New York City Lab Middle School for Collaborative |  N.Y.C. Lab School for Collaborative Studies |  N.Y.C. Museum School |  333 WEST  17 STREET CONSOLIDATED LOCATION,MANHATTAN,10011,40.742129,-74.002198
2015-16,M070,02M412,N.Y.C. Lab School for Collaborative Studies,M412,333 WEST  17 STREET,M,2,527,333 WEST  17 STREET CONSOLIDATED LOCATION,3,New York City Lab Middle School for Collaborative |  N.Y.C. Lab School for Collaborative Studies |  N.Y.C. Museum School |  333 WEST  17 STREET CONSOLIDATED LOCATION,MANHATTAN,10011,40.742129,-74.002198
2015-16,M070,02M414,N.Y.C. Museum School,M414,333 WEST  17 STREET,M,2,446,333 WEST  17 STREET CONSOLIDATED LOCATION,3,New York City Lab Middle School for Collaborative |  N.Y.C. Lab School for Collaborative Studies |  N.Y.C. Museum School |  333 WEST  17 STREET CONSOLIDATED LOCATION,MANHATTAN,10011,40.742129,-74.002198
2015-16,M070,,333 WEST  17 STREET CONSOLIDATED LOCATION,,333 WEST  17 STREET,M,2,1524,333 WEST  17 STREET CONSOLIDATED LOCATION,3,New York City Lab Middle School for Collaborative |  N.Y.C. Lab School for Collaborative Studies |  N.Y.C. Museum School |  333 WEST  17 STREET CONSOLIDATED LOCATION,MANHATTAN,10011,40.742129,-74.002198
2015-16,M072,04M072,The Lexington Academy,M072,131 EAST 104 STREET,M,4,638,,1,The Lexington Academy,MANHATTAN,10029,40.791179,-73.947776
2015-16,M075,03M075,P.S. 075 Emily Dickinson,M075,735 WEST END AVENUE,M,3,569,735 WEST END AVENUE CONSOLDATED LOCATION ,2,P.S. 075 Emily Dickinson| M.S. 250 West Side Collaborative Middle School| 735 WEST END AVENUE CONSOLDATED LOCATION ,MANHATTAN,10025,40.795157,-73.973292
2015-16,M075,03M250,M.S. 250 West Side Collaborative Middle School,M250,735 WEST END AVENUE,M,3,181,735 WEST END AVENUE CONSOLDATED LOCATION ,2,P.S. 075 Emily Dickinson| M.S. 250 West Side Collaborative Middle School| 735 WEST END AVENUE CONSOLDATED LOCATION ,MANHATTAN,10025,40.795157,-73.973292
2015-16,M075,,735 WEST END AVENUE CONSOLIDATED LOCATION ,,735 WEST END AVENUE,M,3,750,735 WEST END AVENUE CONSOLDATED LOCATION ,2,P.S. 075 Emily Dickinson| M.S. 250 West Side Collaborative Middle School| 735 WEST END AVENUE CONSOLDATED LOCATION ,MANHATTAN,10025,40.795157,-73.973292
2015-16,M076,03M076,P.S. 076 A. Philip Randolph,M076,220 WEST 121 STREET,M,3,503,,1,P.S. 076 A. Philip Randolph,MANHATTAN,10027,40.806768,-73.951061
2015-16,M079,75M079,P.S. M079 - Horan School,M079,55 EAST 120 STREET,M,5,264,,1,P.S. M079 - Horan School,MANHATTAN,10035,40.802419,-73.942634
2015-16,M083,04M083,P.S. 083 Luis Munoz Rivera,M083,219 EAST 109 STREET,M,4,439,219 EAST 109 STREET CONSOLIDATED LOCATION,2,P.S. 083 Luis Munoz Rivera |  The Bilingual Bicultural School |  219 EAST 109 STREET CONSOLIDATED LOCATION,MANHATTAN,10029,40.793194,-73.942548
2015-16,M112,04M112,P.S. 112 Jose Celso Barbosa,M112,535 EAST 119 STREET,M,4,333,,1,P.S. 112 Jose Celso Barbosa,MANHATTAN,10035,40.796668,-73.930966
2015-16,M083,04M182,The Bilingual Bicultural School,M182,219 EAST 109 STREET,M,4,352,219 EAST 109 STREET CONSOLIDATED LOCATION,2,P.S. 083 Luis Munoz Rivera |  The Bilingual Bicultural School |  219 EAST 109 STREET CONSOLIDATED LOCATION,MANHATTAN,10029,40.793194,-73.942548
2015-16,M083,,219 EAST 109 STREET CONSOLIDATED LOCATION,,219 EAST 109 STREET,M,4,791,219 EAST 109 STREET CONSOLIDATED LOCATION,2,P.S. 083 Luis Munoz Rivera |  The Bilingual Bicultural School |  219 EAST 109 STREET CONSOLIDATED LOCATION,MANHATTAN,10029,40.793194,-73.942548
2015-16,M084,03M084,P.S. 084 Lillian Weber,M084,32 WEST  92 STREET,M,3,552,32 WEST  92 STREET CONSOLIDATED LOCATION,2,P.S. 084 Lillian Weber |  M.S. M247 Dual Language Middle School |  32 WEST  92 STREET CONSOLIDATED LOCATION,MANHATTAN,10025,40.789526,-73.967574
2015-16,M084,03M247,M.S. M247 Dual Language Middle School,M247,32 WEST  92 STREET,M,3,195,32 WEST  92 STREET CONSOLIDATED LOCATION,2,P.S. 084 Lillian Weber |  M.S. M247 Dual Language Middle School |  32 WEST  92 STREET CONSOLIDATED LOCATION,MANHATTAN,10025,40.789526,-73.967574
2015-16,M833,02M489,High School of Economics and Finance,M489,100 TRINITY PLACE,M,2,761,,1,High School of Economics and Finance,MANHATTAN,10006,40.709196,-74.012022
2015-16,M084,,32 WEST  92 STREET CONSOLIDATED LOCATION,,32 WEST  92 STREET,M,3,747,32 WEST  92 STREET CONSOLIDATED LOCATION,2,P.S. 084 Lillian Weber |  M.S. M247 Dual Language Middle School |  32 WEST  92 STREET CONSOLIDATED LOCATION,MANHATTAN,10025,40.789526,-73.967574
2015-16,M087,03M087,P.S. 087 William Sherman,M087,160 WEST  78 STREET,M,3,852,,1,P.S. 087 William Sherman,MANHATTAN,10024,40.781958,-73.977638
2015-16,M088,03M415,Wadleigh Secondary School for the Performing & Vis,M415,215 WEST 114 STREET,M,3,377,215 WEST 114 STREET CONSOLIDATED LOCATION,2,Wadleigh Secondary School for the Performing & Vis |  Frederick Douglass Academy II Secondary School |  215 WEST 114 STREET CONSOLIDATED LOCATION,MANHATTAN,10026,40.802207,-73.954142
2015-16,M088,03M860,Frederick Douglass Academy II Secondary School,M860,215 WEST 114 STREET,M,3,390,215 WEST 114 STREET CONSOLIDATED LOCATION,2,Wadleigh Secondary School for the Performing & Vis |  Frederick Douglass Academy II Secondary School |  215 WEST 114 STREET CONSOLIDATED LOCATION,MANHATTAN,10026,40.802207,-73.954142
2015-16,M088,,215 WEST 114 STREET CONSOLIDATED LOCATION,,215 WEST 114 STREET,M,3,767,215 WEST 114 STREET CONSOLIDATED LOCATION,2,Wadleigh Secondary School for the Performing & Vis |  Frederick Douglass Academy II Secondary School |  215 WEST 114 STREET CONSOLIDATED LOCATION,MANHATTAN,10026,40.802207,-73.954142
2015-16,M089,02M089,P.S. 89,M089,201 WARREN STREET,M,2,425,201 WARREN STREET CONSOLIDATED LOCATION,2,P.S. 89 |  I.S. 289 |  201 WARREN STREET CONSOLIDATED LOCATION,MANHATTAN,10282,40.716668,-74.013542
2015-16,M089,02M289,I.S. 289,M289,201 WARREN STREET,M,2,289,201 WARREN STREET CONSOLIDATED LOCATION,2,P.S. 89 |  I.S. 289 |  201 WARREN STREET CONSOLIDATED LOCATION,MANHATTAN,10282,40.716668,-74.013542
2015-16,M089,,201 WARREN STREET CONSOLIDATED LOCATION,,201 WARREN STREET,M,2,714,201 WARREN STREET CONSOLIDATED LOCATION,2,P.S. 89 |  I.S. 289 |  201 WARREN STREET CONSOLIDATED LOCATION,MANHATTAN,10282,40.716668,-74.013542
2015-16,M090,06M319,M.S. 319 - Maria Teresa,M319,21 JUMEL PLACE,M,6,534,21 JUMEL PLACE CONSOLIDATED LOCATION,3,M.S. 319 - Maria Teresa| M.S. 324 - Patria Mirabal| KIPP Washington Heights Middle School| 21 JUMEL PLACE CONSOLIDATED LOCATION,MANHATTAN,10032,40.839305,-73.936159
2015-16,M090,06M324,M.S. 324 - Patria Mirabal,M324,21 JUMEL PLACE,M,6,449,21 JUMEL PLACE CONSOLIDATED LOCATION,3,M.S. 319 - Maria Teresa| M.S. 324 - Patria Mirabal| KIPP Washington Heights Middle School| 21 JUMEL PLACE CONSOLIDATED LOCATION,MANHATTAN,10032,40.839305,-73.936159
2015-16,M090,84M068      ,KIPP Washington Heights Middle School,M068,21 JUMEL PLACE,M,6,852,21 JUMEL PLACE CONSOLIDATED LOCATION,3,M.S. 319 - Maria Teresa| M.S. 324 - Patria Mirabal| KIPP Washington Heights Middle School| 21 JUMEL PLACE CONSOLIDATED LOCATION,MANHATTAN,10032,40.839305,-73.936159
2015-16,M113,03M241,STEM Institute of Manhattan,M241,240 WEST 113 STREET,M,3,112,,2,STEM Institute of Manhattan I The Opportunity Charter School,MANHATTAN,10026,40.801689,-73.954908
2015-16,M090,,21 JUMEL PLACE CONSOLIDATED LOCATION,,21 JUMEL PLACE,M,6,1835,21 JUMEL PLACE CONSOLIDATED LOCATION,3,M.S. 319 - Maria Teresa| M.S. 324 - Patria Mirabal| KIPP Washington Heights Middle School| 21 JUMEL PLACE CONSOLIDATED LOCATION,MANHATTAN,10032,40.839305,-73.936159
2015-16,M092,05M092,P.S. 092 Mary McLeod Bethune,M092,222 WEST 134 STREET,M,5,297,,2,P.S. 092 Mary McLeod Bethune I St. Hope Leadership Academy Charter ,MANHATTAN,10030,40.815016,-73.945123
