School Year,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Borough Name,Postcode,Latitude,Longitude
2015-16,M282,02M896,Lower Manhattan Community Middle School,M896,26 BROADWAY,M,2,388,26 BROADWAY CONSOLIDATED LOCATION,3,Richard R. Green High School of Teaching |  Lower Manhattan Community Middle School |  26 BROADWAY CONSOLIDATED LOCATION,MANHATTAN,10004,40.70568,-74.013302
2015-16,M282,,26 BROADWAY CONSOLIDATED LOCATION,,26 BROADWAY,M,2,1279,26 BROADWAY CONSOLIDATED LOCATION,3,Richard R. Green High School of Teaching |  Lower Manhattan Community Middle School | Urban Assembly School of Business for Young Women l 26 BROADWAY CONSOLIDATED LOCATION,MANHATTAN,10004,40.70568,-74.013302
2015-16,M338,02M051,P.S. 051 Elias Howe,M051,525 WEST 44TH STREET,M,2,370,,1,P.S. 051 Elias Howe,MANHATTAN,10036,40.761479,-73.995823
2015-16,M340,02M340,Sixth Avenue Elementary School,M340,590 SIXTH AVENUE,M,2,155,,1,Sixth Avenue Elementary School,MANHATTAN,10011,40.739178,-73.9955
2015-16,M371,05M318,Thurgood Marshall Academy Lower School,M318,276 WEST 151ST STREET,M,5,219,,1,Thurgood Marshall Academy Lower School,MANHATTAN,10039,40.826126,-73.937982
2015-16,M435,04M435,Manhattan Center for Science and Mathematics,M435,260 PLEASANT AVENUE,M,4,1608,260 PLEASANT AVENUE CONSOLIDATED LOCATION,2,Manhattan Center for Science and Mathematics |  Isaac Newton Middle School for Math & Science |  260 PLEASANT AVENUE CONSOLIDATED LOCATION,MANHATTAN,10029,40.793856,-73.934028
2015-16,M435,04M825,Isaac Newton Middle School for Math & Science,M825,260 PLEASANT AVENUE,M,4,233,260 PLEASANT AVENUE CONSOLIDATED LOCATION,2,Manhattan Center for Science and Mathematics |  Isaac Newton Middle School for Math & Science |  260 PLEASANT AVENUE CONSOLIDATED LOCATION,MANHATTAN,10029,40.793856,-73.934028
2015-16,M435,,260 PLEASANT AVENUE CONSOLIDATED LOCATION,,260 PLEASANT AVENUE,M,4,1841,260 PLEASANT AVENUE CONSOLIDATED LOCATION,2,Manhattan Center for Science and Mathematics |  Isaac Newton Middle School for Math & Science |  260 PLEASANT AVENUE CONSOLIDATED LOCATION,MANHATTAN,10029,40.793856,-73.934028
2015-16,M486,02M529,Jacqueline Kennedy Onassis High School,M529,120 WEST  46 STREET,M,2,650,,1,Jacqueline Kennedy Onassis High School,MANHATTAN,10036,40.757729,-73.983078
2015-16,M510,01M458,Forsyth Satellite Academy,M458,198 FORSYTH STREET,M,1,215,198 FORSYTH STREET CONSOLIDATED LOCATION,2,Forsyth Satellite Academy |  Cascades High School |  198 FORSYTH STREET CONSOLIDATED LOCATION,MANHATTAN,10002,40.72252,-73.990728
2015-16,M440,02M313,"James Baldwin School, The: A School for Expedition",M313,351 WEST  18 STREET,M,2,265,351 WEST  18 STREET CONSOLIDATED LOCATION,6,"James Baldwin School, The: A School for Expedition |  MANHATTAN BUSINESS ACADEMY |  Landmark High School |  Quest to Learn |  Hudson High School of Learning Technologies |  Humanities Preparatory Academy |  351 WEST  18 STREET CONSOLIDATED LOCATION",MANHATTAN,10011,40.742867,-74.002136
2015-16,M440,02M392,MANHATTAN BUSINESS ACADEMY,M392,351 WEST  18 STREET,M,2,423,351 WEST  18 STREET CONSOLIDATED LOCATION,6,"James Baldwin School, The: A School for Expedition |  MANHATTAN BUSINESS ACADEMY |  Landmark High School |  Quest to Learn |  Hudson High School of Learning Technologies |  Humanities Preparatory Academy |  351 WEST  18 STREET CONSOLIDATED LOCATION",MANHATTAN,10011,40.742867,-74.002136
2015-16,M440,02M419,Landmark High School,M419,351 WEST  18 STREET,M,2,370,351 WEST  18 STREET CONSOLIDATED LOCATION,6,"James Baldwin School, The: A School for Expedition |  MANHATTAN BUSINESS ACADEMY |  Landmark High School |  Quest to Learn |  Hudson High School of Learning Technologies |  Humanities Preparatory Academy |  351 WEST  18 STREET CONSOLIDATED LOCATION",MANHATTAN,10011,40.742867,-74.002136
2015-16,M440,02M422,Quest to Learn,M422,351 WEST  18 STREET,M,2,662,351 WEST  18 STREET CONSOLIDATED LOCATION,6,"James Baldwin School, The: A School for Expedition |  MANHATTAN BUSINESS ACADEMY |  Landmark High School |  Quest to Learn |  Hudson High School of Learning Technologies |  Humanities Preparatory Academy |  351 WEST  18 STREET CONSOLIDATED LOCATION",MANHATTAN,10011,40.742867,-74.002136
2015-16,M440,02M437,Hudson High School of Learning Technologies,M437,351 WEST  18 STREET,M,2,501,351 WEST  18 STREET CONSOLIDATED LOCATION,6,"James Baldwin School, The: A School for Expedition |  MANHATTAN BUSINESS ACADEMY |  Landmark High School |  Quest to Learn |  Hudson High School of Learning Technologies |  Humanities Preparatory Academy |  351 WEST  18 STREET CONSOLIDATED LOCATION",MANHATTAN,10011,40.742867,-74.002136
2015-16,M440,02M605,Humanities Preparatory Academy,M605,351 WEST  18 STREET,M,2,209,351 WEST  18 STREET CONSOLIDATED LOCATION,6,"James Baldwin School, The: A School for Expedition |  MANHATTAN BUSINESS ACADEMY |  Landmark High School |  Quest to Learn |  Hudson High School of Learning Technologies |  Humanities Preparatory Academy |  351 WEST  18 STREET CONSOLIDATED LOCATION",MANHATTAN,10011,40.742867,-74.002136
2015-16,M812,05M692,"High School for Mathematics, Science and Engineeri",M692,240 CONVENT AVE,M,5,475,,1,"High School for Mathematics, Science and Engineeri",MANHATTAN,10031,40.82074,-73.949097
2015-16,M440,,351 WEST  18 STREET CONSOLIDATED LOCATION,,351 WEST  18 STREET,M,2,2430,351 WEST  18 STREET CONSOLIDATED LOCATION,6,"James Baldwin School, The: A School for Expedition |  MANHATTAN BUSINESS ACADEMY |  Landmark High School |  Quest to Learn |  Hudson High School of Learning Technologies |  Humanities Preparatory Academy |  351 WEST  18 STREET CONSOLIDATED LOCATION",MANHATTAN,10011,40.742867,-74.002136
2015-16,M445,02M294,Essex Street Academy,M294,350 GRAND STREET,M,2,356,350 GRAND STREET CONSOLIDATED LOCATION,5,"Essex Street Academy |  Urban Assembly Academy of Government and Law, The |  Lower Manhattan Arts Academy |  New Design High School |  High School for Dual Language and Asian Studies |  350 GRAND STREET CONSOLIDATED LOCATION",MANHATTAN,10002,40.716778,-73.989337
2015-16,M445,02M305,"Urban Assembly Academy of Government and Law, The",M305,350 GRAND STREET,M,2,331,350 GRAND STREET CONSOLIDATED LOCATION,5,"Essex Street Academy |  Urban Assembly Academy of Government and Law, The |  Lower Manhattan Arts Academy |  New Design High School |  High School for Dual Language and Asian Studies |  350 GRAND STREET CONSOLIDATED LOCATION",MANHATTAN,10002,40.716778,-73.989337
2015-16,M445,02M308,Lower Manhattan Arts Academy,M308,350 GRAND STREET,M,2,353,350 GRAND STREET CONSOLIDATED LOCATION,5,"Essex Street Academy |  Urban Assembly Academy of Government and Law, The |  Lower Manhattan Arts Academy |  New Design High School |  High School for Dual Language and Asian Studies |  350 GRAND STREET CONSOLIDATED LOCATION",MANHATTAN,10002,40.716778,-73.989337
2015-16,M445,02M543,New Design High School,M543,350 GRAND STREET,M,2,431,350 GRAND STREET CONSOLIDATED LOCATION,5,"Essex Street Academy |  Urban Assembly Academy of Government and Law, The |  Lower Manhattan Arts Academy |  New Design High School |  High School for Dual Language and Asian Studies |  350 GRAND STREET CONSOLIDATED LOCATION",MANHATTAN,10002,40.716778,-73.989337
2015-16,M445,02M545,High School for Dual Language and Asian Studies,M545,350 GRAND STREET,M,2,420,350 GRAND STREET CONSOLIDATED LOCATION,5,"Essex Street Academy |  Urban Assembly Academy of Government and Law, The |  Lower Manhattan Arts Academy |  New Design High School |  High School for Dual Language and Asian Studies |  350 GRAND STREET CONSOLIDATED LOCATION",MANHATTAN,10002,40.716778,-73.989337
2015-16,M445,,350 GRAND STREET CONSOLIDATED LOCATION,,350 GRAND STREET,M,2,1891,350 GRAND STREET CONSOLIDATED LOCATION,5,"Essex Street Academy |  Urban Assembly Academy of Government and Law, The |  Lower Manhattan Arts Academy |  New Design High School |  High School for Dual Language and Asian Studies |  350 GRAND STREET CONSOLIDATED LOCATION",MANHATTAN,10002,40.716778,-73.989337
2015-16,M446,01M448,University Neighborhood High School,M448,200 MONROE STREET,M,1,343,,1,University Neighborhood High School,MANHATTAN,10002,40.712399,-73.984497
2015-16,M451,02M550,Liberty High School Academy for Newcomers,M550,250 WEST  18 STREET,M,2,427,,1,Liberty High School Academy for Newcomers,MANHATTAN,10011,40.741657,-73.999307
2015-16,M460,02M374,Gramercy Arts High School,M374,40 IRVING PLACE,M,2,523,40 IRVING PLACE CONSOLIDATED LOCATION,7,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving Yabc|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|40 IRVING PLACE CONSOLIDATED LOCATION,MANHATTAN,10003,40.735494,-73.987659
2015-16,M460,02M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,M399,40 IRVING PLACE,M,2,443,40 IRVING PLACE CONSOLIDATED LOCATION,7,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving Yabc|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|40 IRVING PLACE CONSOLIDATED LOCATION,MANHATTAN,10003,40.735494,-73.987659
2015-16,M460,02M438,International High School at Union Square,M438,40 IRVING PLACE,M,2,356,40 IRVING PLACE CONSOLIDATED LOCATION,7,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving Yabc|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|40 IRVING PLACE CONSOLIDATED LOCATION,MANHATTAN,10003,40.735494,-73.987659
2015-16,M460,02M473,Washington Irving Yabc,M473,40 IRVING PLACE,M,2,N/A,40 IRVING PLACE CONSOLIDATED LOCATION,7,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving Yabc|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|40 IRVING PLACE CONSOLIDATED LOCATION,MANHATTAN,10003,40.735494,-73.987659
2015-16,M460,02M533,Union Square Academy for Health Sciences,M533,40 IRVING PLACE,M,2,415,40 IRVING PLACE CONSOLIDATED LOCATION,7,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving Yabc|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|40 IRVING PLACE CONSOLIDATED LOCATION,MANHATTAN,10003,40.735494,-73.987659
2015-16,M460,02M546,Academy for Software Engineering,M546,40 IRVING PLACE,M,2,451,40 IRVING PLACE CONSOLIDATED LOCATION,7,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving Yabc|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|40 IRVING PLACE CONSOLIDATED LOCATION,MANHATTAN,10003,40.735494,-73.987659
2015-16,M814,06M346,Community Health Academy of the Heights,M346,504 WEST 158TH STREET,M,6,645,,1,Community Health Academy of the Heights,MANHATTAN,10032,40.833687,-73.942072
2015-16,M460,84M174      ,Success Academy Union Square (Manhattan 1),M174,40 IRVING PLACE,M,2,347,40 IRVING PLACE CONSOLIDATED LOCATION,7,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving Yabc|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|40 IRVING PLACE CONSOLIDATED LOCATION,MANHATTAN,10003,40.735494,-73.987659
2015-16,M460,,40 IRVING PLACE CONSOLIDATED LOCATION,,40 IRVING PLACE,M,2,2535,40 IRVING PLACE CONSOLIDATED LOCATION,7,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving Yabc|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|40 IRVING PLACE CONSOLIDATED LOCATION,MANHATTAN,10003,40.735494,-73.987659
2015-16,M465,06M457,George Washington Yabc,M457,549 AUDUBON AVENUE,M,6,N/A,549 AUDUBON AVENUE CONSOLIDATED LOCATION,5,George Washington Yabc |  The College Academy |  High School for Media and Communications |  High School for Law and Public Service |  High School for Health Careers and Sciences |  549 AUDUBON AVENUE CONSOLIDATED LOCATION,MANHATTAN,10040,40.855954,-73.927051
2015-16,M465,06M462,The College Academy,M462,549 AUDUBON AVENUE,M,6,477,549 AUDUBON AVENUE CONSOLIDATED LOCATION,5,George Washington Yabc |  The College Academy |  High School for Media and Communications |  High School for Law and Public Service |  High School for Health Careers and Sciences |  549 AUDUBON AVENUE CONSOLIDATED LOCATION,MANHATTAN,10040,40.855954,-73.927051
2015-16,M465,06M463,High School for Media and Communications,M463,549 AUDUBON AVENUE,M,6,427,549 AUDUBON AVENUE CONSOLIDATED LOCATION,5,George Washington Yabc |  The College Academy |  High School for Media and Communications |  High School for Law and Public Service |  High School for Health Careers and Sciences |  549 AUDUBON AVENUE CONSOLIDATED LOCATION,MANHATTAN,10040,40.855954,-73.927051
2015-16,M465,06M467,High School for Law and Public Service,M467,549 AUDUBON AVENUE,M,6,615,549 AUDUBON AVENUE CONSOLIDATED LOCATION,5,George Washington Yabc |  The College Academy |  High School for Media and Communications |  High School for Law and Public Service |  High School for Health Careers and Sciences |  549 AUDUBON AVENUE CONSOLIDATED LOCATION,MANHATTAN,10040,40.855954,-73.927051
2015-16,M465,06M468,High School for Health Careers and Sciences,M468,549 AUDUBON AVENUE,M,6,526,549 AUDUBON AVENUE CONSOLIDATED LOCATION,5,George Washington Yabc |  The College Academy |  High School for Media and Communications |  High School for Law and Public Service |  High School for Health Careers and Sciences |  549 AUDUBON AVENUE CONSOLIDATED LOCATION,MANHATTAN,10040,40.855954,-73.927051
2015-16,M465,,549 AUDUBON AVENUE CONSOLIDATED LOCATION,,549 AUDUBON AVENUE,M,6,2045,549 AUDUBON AVENUE CONSOLIDATED LOCATION,5,George Washington Yabc |  The College Academy |  High School for Media and Communications |  High School for Law and Public Service |  High School for Health Careers and Sciences |  549 AUDUBON AVENUE CONSOLIDATED LOCATION,MANHATTAN,10040,40.855954,-73.927051
2015-16,M470,03M402,The Urban Assembly School for Green Careers,M402,145 WEST  84 STREET,M,3,333,145 WEST  84 STREET CONSOLIDATED LOCATION,5,The Urban Assembly School for Green Careers|The Global Learning Collaborative|Innovation Diploma Plus|FRANK McCOURT HIGH SCHOOL|Success Academy Charter School - Upper West|145 WEST  84 STREET CONSOLIDATED LOCATION,MANHATTAN,10024,40.785803,-73.974614
2015-16,M470,03M403,The Global Learning Collaborative,M403,145 WEST  84 STREET,M,3,452,145 WEST  84 STREET CONSOLIDATED LOCATION,5,The Urban Assembly School for Green Careers|The Global Learning Collaborative|Innovation Diploma Plus|FRANK McCOURT HIGH SCHOOL|Success Academy Charter School - Upper West|145 WEST  84 STREET CONSOLIDATED LOCATION,MANHATTAN,10024,40.785803,-73.974614
2015-16,M470,03M404,Innovation Diploma Plus,M404,145 WEST  84 STREET,M,3,194,145 WEST  84 STREET CONSOLIDATED LOCATION,5,The Urban Assembly School for Green Careers|The Global Learning Collaborative|Innovation Diploma Plus|FRANK McCOURT HIGH SCHOOL|Success Academy Charter School - Upper West|145 WEST  84 STREET CONSOLIDATED LOCATION,MANHATTAN,10024,40.785803,-73.974614
2015-16,M470,03M417,FRANK McCOURT HIGH SCHOOL,M417,145 WEST  84 STREET,M,3,386,145 WEST  84 STREET CONSOLIDATED LOCATION,5,The Urban Assembly School for Green Careers|The Global Learning Collaborative|Innovation Diploma Plus|FRANK McCOURT HIGH SCHOOL|Success Academy Charter School - Upper West|145 WEST  84 STREET CONSOLIDATED LOCATION,MANHATTAN,10024,40.785803,-73.974614
2015-16,M470,84M523      ,Success Academy Charter School - Upper West,M577,145 WEST  84 STREET,M,3,542,145 WEST  84 STREET CONSOLIDATED LOCATION,5,The Urban Assembly School for Green Careers|The Global Learning Collaborative|Innovation Diploma Plus|FRANK McCOURT HIGH SCHOOL|Success Academy Charter School - Upper West|145 WEST  84 STREET CONSOLIDATED LOCATION,MANHATTAN,10024,40.785803,-73.974614
2015-16,M470,,145 WEST  84 STREET CONSOLIDATED LOCATION,,145 WEST  84 STREET,M,3,1907,145 WEST  84 STREET CONSOLIDATED LOCATION,5,The Urban Assembly School for Green Careers|The Global Learning Collaborative|Innovation Diploma Plus|FRANK McCOURT HIGH SCHOOL|Success Academy Charter School - Upper West|145 WEST  84 STREET CONSOLIDATED LOCATION,MANHATTAN,10024,40.785803,-73.974614
2015-16,M475,02M407,Institute for Collaborative Education,M407,345 EAST  15TH STREET,M,2,484,345 EAST  15TH STREET CONSOLIDATED LOCATION,3,P.S. M226 |  Institute for Collaborative Education |  High School for Health Professions and Human Servi |  345 EAST  15TH STREET CONSOLIDATED LOCATION,MANHATTAN,10003,40.732447,-73.983031
2015-16,M475,02M420,High School for Health Professions and Human Servi,M420,345 EAST  15TH STREET,M,2,1700,345 EAST  15TH STREET CONSOLIDATED LOCATION,3,P.S. M226 |  Institute for Collaborative Education |  High School for Health Professions and Human Servi |  345 EAST  15TH STREET CONSOLIDATED LOCATION,MANHATTAN,10003,40.732447,-73.983031
2015-16,M475,75M226,P.S. M226,M226,345 EAST  15TH STREET,M,2,269,345 EAST  15TH STREET CONSOLIDATED LOCATION,3,P.S. M226 |  Institute for Collaborative Education |  High School for Health Professions and Human Servi |  345 EAST  15TH STREET CONSOLIDATED LOCATION,MANHATTAN,10003,40.732447,-73.983031
2015-16,M475,,345 EAST  15TH STREET CONSOLIDATED LOCATION,,345 EAST  15TH STREET,M,2,2453,345 EAST  15TH STREET CONSOLIDATED LOCATION,3,P.S. M226 |  Institute for Collaborative Education |  High School for Health Professions and Human Servi |  345 EAST  15TH STREET CONSOLIDATED LOCATION,MANHATTAN,10003,40.732447,-73.983031
2015-16,M477,02M475,Stuyvesant High School,M475,345 CHAMBERS STREET,M,2,3327,,1,Stuyvesant High School,MANHATTAN,10282,40.71759,-74.013748
2015-16,M480,02M225,Ella Baker School,M225,317 EAST  67 STREET,M,2,335,317 EAST  67 STREET CONSOLIDATED LOCATION,5,Ella Baker School |  Vanguard High School |  Manhattan International High School |  Talent Unlimited High School |  Urban Academy Laboratory High School |  317 EAST  67 STREET CONSOLIDATED LOCATION,MANHATTAN,10065,40.765359,-73.960059
2015-16,M480,02M449,Vanguard High School,M449,317 EAST  67 STREET,M,2,461,317 EAST  67 STREET CONSOLIDATED LOCATION,5,Ella Baker School |  Vanguard High School |  Manhattan International High School |  Talent Unlimited High School |  Urban Academy Laboratory High School |  317 EAST  67 STREET CONSOLIDATED LOCATION,MANHATTAN,10065,40.765359,-73.960059
2015-16,M480,02M459,Manhattan International High School,M459,317 EAST  67 STREET,M,2,342,317 EAST  67 STREET CONSOLIDATED LOCATION,5,Ella Baker School |  Vanguard High School |  Manhattan International High School |  Talent Unlimited High School |  Urban Academy Laboratory High School |  317 EAST  67 STREET CONSOLIDATED LOCATION,MANHATTAN,10065,40.765359,-73.960059
2015-16,M480,02M519,Talent Unlimited High School,M519,317 EAST  67 STREET,M,2,509,317 EAST  67 STREET CONSOLIDATED LOCATION,5,Ella Baker School |  Vanguard High School |  Manhattan International High School |  Talent Unlimited High School |  Urban Academy Laboratory High School |  317 EAST  67 STREET CONSOLIDATED LOCATION,MANHATTAN,10065,40.765359,-73.960059
2015-16,M480,02M565,Urban Academy Laboratory High School,M565,317 EAST  67 STREET,M,2,159,317 EAST  67 STREET CONSOLIDATED LOCATION,5,Ella Baker School |  Vanguard High School |  Manhattan International High School |  Talent Unlimited High School |  Urban Academy Laboratory High School |  317 EAST  67 STREET CONSOLIDATED LOCATION,MANHATTAN,10065,40.765359,-73.960059
2015-16,M480,,317 EAST  67 STREET CONSOLIDATED LOCATION,,317 EAST  67 STREET,M,2,1806,317 EAST  67 STREET CONSOLIDATED LOCATION,5,Ella Baker School |  Vanguard High School |  Manhattan International High School |  Talent Unlimited High School |  Urban Academy Laboratory High School |  317 EAST  67 STREET CONSOLIDATED LOCATION,MANHATTAN,10065,40.765359,-73.960059
2015-16,M485,03M485,Fiorello H. LaGuardia High School of Music & Art a,M485,100 AMSTERDAM AVENUE,M,3,2713,,1,Fiorello H. LaGuardia High School of Music & Art a,MANHATTAN,10023,40.773629,-73.985273
2015-16,M488,02M059,P.S. 059 Beekman Hill International,M059,231-249 EAST 56 STREET,M,2,573,231-249 EAST 56 STREET CONSOLIDATED LOCATION,2,P.S. 059 Beekman Hill International |  Art and Design High School |  231-249 EAST 56 STREET CONSOLIDATED LOCATION,MANHATTAN,10022,40.75924,-73.967203
2015-16,M488,02M630,Art and Design High School,M630,231-249 EAST 56 STREET,M,2,1442,231-249 EAST 56 STREET CONSOLIDATED LOCATION,2,P.S. 059 Beekman Hill International |  Art and Design High School |  231-249 EAST 56 STREET CONSOLIDATED LOCATION,MANHATTAN,10022,40.75924,-73.967203
2015-16,M488,,231-249 EAST 56 STREET CONSOLIDATED LOCATION,,231-249 EAST 56 STREET,M,2,2015,231-249 EAST 56 STREET CONSOLIDATED LOCATION,2,P.S. 059 Beekman Hill International |  Art and Design High School |  231-249 EAST 56 STREET CONSOLIDATED LOCATION,MANHATTAN,10022,40.75924,-73.967203
2015-16,M490,03M283,Manhattan Theatre Lab High School,M283,122 AMSTERDAM AVENUE,M,3,N/A,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,6,"Manhattan Theatre Lab High School |  High School for Arts, Imagination and Inquiry |  Urban Assembly School for Media Studies, The |  High School for Law, Advocacy and Community Justic |  High School of Arts and Technology |  Manhattan / Hunter Science High School |  122 AMSTERDAM AVENUE CONSOLIDATED LOCATION",MANHATTAN,10023,40.774351,-73.984753
2015-16,M510,01M650,Cascades High School,M650,198 FORSYTH STREET,M,1,233,198 FORSYTH STREET CONSOLIDATED LOCATION,2,Forsyth Satellite Academy |  Cascades High School |  198 FORSYTH STREET CONSOLIDATED LOCATION,MANHATTAN,10002,40.72252,-73.990728
2015-16,M490,03M299,"High School for Arts, Imagination and Inquiry",M299,122 AMSTERDAM AVENUE,M,3,426,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,6,"Manhattan Theatre Lab High School |  High School for Arts, Imagination and Inquiry |  Urban Assembly School for Media Studies, The |  High School for Law, Advocacy and Community Justic |  High School of Arts and Technology |  Manhattan / Hunter Science High School |  122 AMSTERDAM AVENUE CONSOLIDATED LOCATION",MANHATTAN,10023,40.774351,-73.984753
2015-16,M816,02M527,PS 527 - East Side School for Social Action,M527,323 EAST 91 STREET,M,2,231,,1,PS 527 - East Side School for Social Action,MANHATTAN,10128,40.780763,-73.94869
2015-16,M490,03M307,"Urban Assembly School for Media Studies, The",M307,122 AMSTERDAM AVENUE,M,3,403,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,6,"Manhattan Theatre Lab High School |  High School for Arts, Imagination and Inquiry |  Urban Assembly School for Media Studies, The |  High School for Law, Advocacy and Community Justic |  High School of Arts and Technology |  Manhattan / Hunter Science High School |  122 AMSTERDAM AVENUE CONSOLIDATED LOCATION",MANHATTAN,10023,40.774351,-73.984753
2015-16,M490,03M492,"High School for Law, Advocacy and Community Justic",M492,122 AMSTERDAM AVENUE,M,3,501,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,6,"Manhattan Theatre Lab High School |  High School for Arts, Imagination and Inquiry |  Urban Assembly School for Media Studies, The |  High School for Law, Advocacy and Community Justic |  High School of Arts and Technology |  Manhattan / Hunter Science High School |  122 AMSTERDAM AVENUE CONSOLIDATED LOCATION",MANHATTAN,10023,40.774351,-73.984753
2015-16,M490,03M494,High School of Arts and Technology,M494,122 AMSTERDAM AVENUE,M,3,576,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,6,"Manhattan Theatre Lab High School |  High School for Arts, Imagination and Inquiry |  Urban Assembly School for Media Studies, The |  High School for Law, Advocacy and Community Justic |  High School of Arts and Technology |  Manhattan / Hunter Science High School |  122 AMSTERDAM AVENUE CONSOLIDATED LOCATION",MANHATTAN,10023,40.774351,-73.984753
2015-16,M490,03M541,Manhattan / Hunter Science High School,M541,122 AMSTERDAM AVENUE,M,3,443,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,6,"Manhattan Theatre Lab High School |  High School for Arts, Imagination and Inquiry |  Urban Assembly School for Media Studies, The |  High School for Law, Advocacy and Community Justic |  High School of Arts and Technology |  Manhattan / Hunter Science High School |  122 AMSTERDAM AVENUE CONSOLIDATED LOCATION",MANHATTAN,10023,40.774351,-73.984753
2015-16,M490,,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,,122 AMSTERDAM AVENUE,M,3,2349,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,6,"Manhattan Theatre Lab High School |  High School for Arts, Imagination and Inquiry |  Urban Assembly School for Media Studies, The |  High School for Law, Advocacy and Community Justic |  High School of Arts and Technology |  Manhattan / Hunter Science High School |  122 AMSTERDAM AVENUE CONSOLIDATED LOCATION",MANHATTAN,10023,40.774351,-73.984753
2015-16,M495,04M495,Park East High School,M495,230 EAST 105 STREET,M,4,404,,1,Park East High School,MANHATTAN,10029,40.790543,-73.944356
2015-16,M501,84M341,HCZ PROMISE ACADEMY II CHARTER SCHOOL(MN) ,M341,2005 MADISON AVENUE,M,5,892,2005 MADISON AVENUE CONSOLIDATED LOCATION,3,The Urban Assembly School for Global Commerce|  Choir Academy of Harlem|  Harlem Children's Zone Promise Academy II Charter|   2005 MADISON AVENUE CONSOLIDATED LOCATION,MANHATTAN,10035,40.807383,-73.939433
2015-16,M501,05M157,The Urban Assembly School for Global Commerce,M157,2005 MADISON AVENUE,M,5,206,2005 MADISON AVENUE CONSOLIDATED LOCATION,3,The Urban Assembly School for Global Commerce|  Choir Academy of Harlem|  Harlem Children's Zone Promise Academy II Charter|   2005 MADISON AVENUE CONSOLIDATED LOCATION,MANHATTAN,10035,40.807383,-73.939433
2015-16,M501,05M469,Choir Academy of Harlem,M469,2005 MADISON AVENUE,M,5,33,2005 MADISON AVENUE CONSOLIDATED LOCATION,3,The Urban Assembly School for Global Commerce|  Choir Academy of Harlem|  Harlem Children's Zone Promise Academy II Charter|   2005 MADISON AVENUE CONSOLIDATED LOCATION,MANHATTAN,10035,40.807383,-73.939433
2015-16,M501,,2005 MADISON AVENUE CONSOLIDATED LOCATION,,2005 MADISON AVENUE,M,5,1131,2005 MADISON AVENUE CONSOLIDATED LOCATION,3,The Urban Assembly School for Global Commerce|  Choir Academy of Harlem|  Harlem Children's Zone Promise Academy II Charter|   2005 MADISON AVENUE CONSOLIDATED LOCATION,MANHATTAN,10035,40.807383,-73.939433
2015-16,M506,03M505,Edward A. Reynolds West Side High School,M505,140 WEST 102 STREET,M,3,535,,1,Edward A. Reynolds West Side High School,MANHATTAN,10025,40.797559,-73.966837
2015-16,M840,02M150,P.S. 150,M150,334 GREENWICH STREET,M,2,184,,1,P.S. 150,MANHATTAN,10013,40.718219,-74.010519
2015-16,M510,,198 FORSYTH STREET CONSOLIDATED LOCATION,,198 FORSYTH STREET,M,1,448,198 FORSYTH STREET CONSOLIDATED LOCATION,2,Forsyth Satellite Academy |  Cascades High School |  198 FORSYTH STREET CONSOLIDATED LOCATION,MANHATTAN,10002,40.72252,-73.990728
